id,hoard_id,title,ex_start_date,ex_end_date,buried,b_start_date,b_end_date,contents,notes,location_uri
260,"ch2,128",Jericho,I973,,40 BC or later,-40,10,20+ AE,,https://www.geonames.org/284899
261,"ch2,129",Middle East,1974,,Late 1st.cent.B.e.?,-25,0,6+,,https://en.wikipedia.org/wiki/Middle_East
262,"ch2,130",Turkey,,,Late lst.cent.B.e.,-25,0,146 AR,3 with punch marks,https://www.geonames.org/298795
263,"ch2,131",Syria,1974/5,,Late 1st. cent.B.e.,-25,0,70+ AR,,https://www.geonames.org/163843
264,"ch2,132","Croton, Italy",1970,,Early lstcent.A.D,0,25,33AE,,https://www.geonames.org/2524881
265,"ch2,133",Israel,1974?,,Mid.lst.cent.A.D.,25,75,AE,,https://www.geonames.org/294640
267,"ch2,135",Middle East,1975,,80 A.D,80,80,10+ AR,,https://en.wikipedia.org/wiki/Middle_East
268,"ch2,136","Rhodes?,",1975,,85 A.D,85,85,275 + AE,,https://www.geonames.org/400666
272,"ch2,138",Jericho,19 5011,,86 A.D.,86,86,15 AE in excavations.,,https://www.geonames.org/284899
273,"ch2,139","Glinnik Mariampolski, Nowy, Sacz, Poland",1937,,100,100,100,AE 200,,https://www.geonames.org/763534
274,"ch2,140",Israel,1967,,100,100,100,AE 800,,https://www.geonames.org/294640
275,"ch2,141",Syria,1974,,115,115,115,AR 43+,,https://www.geonames.org/163843
1620,"ch9,246",Unknown findspot,1996,,168 BC,-168,-168,32 AE,,
276,"ch2,142",Murabba'at,1952,,118-120,-118,-120,AR 227+,,https://pleiades.stoa.org/places/852629977
277,"ch2,143",Egypt,1913,,165,165,165,Bill 427,,https://www.geonames.org/357994
278,"ch2,144",Near East,1974 ?,,2nd cent. A.D,101,200,24+ AR,,https://en.wikipedia.org/wiki/Middle_East
279,"ch2,145","Nymphaeum, Crimea, Russia",1959,,205,205,205,EL9,,https://www.geonames.org/708843
280,"ch2,146","Mokracz, Piotrkow, Poland",1970,,215,215,215,AE 100,,https://www.geonames.org/7530745
281,"ch2,147","Tyra, Belgorod-Dnestrovski, Ukraine, Russia",1950,,215,215,215,AR5 AE 55,,https://pleiades.stoa.org/places/678437
282,"ch2,148","Nyrnphaeum, Crimea, Russia",1941,,220,220,220,EL4 AE2,,https://www.geonames.org/708843
283,"ch2,149","Eki, Georgia",,,235,235,235,AR 907,,https://www.geonames.org/614692
284,"ch2,150","Devnia, Varna, Bulgaria",1964,,245,245,245,7AR 151 AE,,https://www.geonames.org/732280
285,"ch2,151",Taman Peninsular,1969,,251,251,251,"AR 1, Bill. 216, AE 8",,https://www.geonames.org/484666
286,"ch2,152",Syria,1970/1,,253/4,253,254,AR 40,,https://www.geonames.org/163843
287,"ch2,153",Cilicia,1975,,260,260,260,AE 100+,,https://pleiades.stoa.org/places/658440
288,"ch2,154",Sarnos,1973/4.,,267,267,267,AE 21+,"Hoards containing Geto-Dacian coins, mainly from Romania",https://pleiades.stoa.org/places/507456
290,"ch3,1","Hellespont, Turkey",1969,,550 BC (?),-550,-550,EL 49+.,Further listing of 27 of the 49 coins acquired,https://pleiades.stoa.org/places/501434
294,"ch3,5",Lesbos,1960-1969,,480 BC,-480,-480,AR 10+,,https://www.geonames.org/258466
295,"ch3,6","Jurilovca, Tulcea, Romania",1967,,475 BC,-475,-475,AE 3+,,https://www.geonames.org/675130
296,"ch3,7","Jurilovca, Tulcea, Romania,",1918-1919,,475 BC,-475,-475,pot hoard AE 2000.,,https://www.geonames.org/675130
298,"ch3,9","Angistri, Aegina, Greece",1975,,450 BC (?),-450,-450,found in a small lamp AR 8+.,,https://www.geonames.org/265001
299,"ch3,10","Megalopolis, Greece",1936,,430 Be,-430,-430,AR 350.,,https://www.geonames.org/257395
300,"ch3,11","Elis, Greece,",1933,,430 B,-430,-430,AR 29.,,https://www.geonames.org/261797
301,"ch3,12","Myrina, Kardista, Greece",1970,,400 BC,-400,-400,Found in Blac·l-'igure olpe AR 149,,https://www.geonames.org/256919
302,"ch3,13","Catania (EnVirons), Sicily,",1976,,400 BC,-400,-400,AR 180+.,,https://www.geonames.org/2525068
303,"ch3,14",Turkey,1976,,400 BC,-400,-400,AR 30+.,,https://www.geonames.org/298795
304,"ch3,15","Pergamum, Turkey,",1972,,400-395 BC,-400,-395,EL 125+.,,https://www.geonames.org/321426
305,"ch3,16","Asia Minor, Turkey,",Before 1976,,350 BC,-350,-350,pot hoard AR 200+.,,https://pleiades.stoa.org/places/837
306,"ch3,17","Edirne, Turkey",,,350 BC (?),-350,-350,AR 130.,,https://www.geonames.org/747712
307,"ch3,18","Canakkale- Yenidce, Turkey",1968,,350 BC,-350,-350,AR 9+.,,https://www.geonames.org/749778
308,"ch3,19","Edrernid, Turkey",1957,,350 BC,-350,-350,EL4+.,,https://www.geonames.org/315985
309,"ch3,20",Sicily,1975,,340 BC,-340,-340,,,https://www.geonames.org/2523119
310,"ch3,21","Gela (Environs), Sicily",1976,,325 BC,-325,-325, AR 60+.,,https://www.geonames.org/6541964
311,"ch3,22",Babylon,1973,,323 BC,-323,-323,Further lot of 160 coins seen in commerce,,https://www.geonames.org/98228
312,"ch3,23","Macedonia (East), Greece",1976,,315 BC,-315,-315,"AR 6, AE 380",,https://www.geonames.org/6697803
313,"ch3,24","Hammaman, Syria",1912 (or before),,315 BC,-315,-315,AE 4+.,,
314,"ch3,25","Paphos, Cyprus,",1976,,310 BC,-310,-310,AR 30+,,https://www.geonames.org/146214
315,"ch3,26","Pelin, Rominia",,,309 BC (?),-309,-309,pot hoard AE 206.,,
316,"ch3,27","Piraeus, Greece",1938,,300 BC,-300,-300,AR 100,,https://www.geonames.org/255274
317,"ch3,28",Italy,1976,,300 B,-300,-300,AR 1500.,,https://www.geonames.org/3175395
318,"ch3,29","Larguta, Romania",,,300 BC(?),-300,-300,,,https://www.geonames.org/672279
319,"ch3,30","Afyon (?), Turkey",Before 1976.,,300 BC,-300,-300,AR 75+.,,https://www.geonames.org/325303
320,"ch3,31","Talanta, Greece",1948,,280 BC,-280,-280,,,https://www.geonames.org/253057
321,"ch3,32","Peloponnese, Greece",1974-1975,,280 BC,-280,-280,,,https://www.geonames.org/255620
322,"ch3,33","Karalar, Usak, Turkey",1960-1969,,280 BC,-280,-280,AR 52+.,,https://www.geonames.org/309549
323,"ch3,34",Italy,1975-1976,,275 Be,-275,-275,AR 106+,,https://www.geonames.org/3175395
324,"ch3,35","Hinova, Romania",1923,,275-280 BC,-275,-280,,,https://www.geonames.org/676186
325,"ch3,36","Strongoli, Brultium, Italy",1969,,260 BC,-260,-260,EL 5.,,https://www.geonames.org/2522990
326,"ch3,37","Catanzaro (Vibo Valentia), Italy",1970; in excavation,,250 BC,-250,-250,AR 867.,,https://www.geonames.org/2522776
327,"ch3,38","Strongoli, Bruttium, Italy",1965,,250 BC,-250,-250,AE 300+.,,https://www.geonames.org/2522990
329,"ch3,40","Sarichioi, Tulcea, Romania, in a Gelo·Hellenic settlement I km. southof the Village",1973,,250 BC (?),-250,-250,AE 3+.,,https://www.geonames.org/667990
330,"ch3,41","South Anatolia, Turkey",1976,,246 BC,-246,-246,AR 235+,,https://www.geonames.org/10922502
331,"ch3,42","Boeotia, Greece",1940,,240 BC,-240,-240,AE 119+,,https://www.geonames.org/263441
332,"ch3,43","Thessaly, Greece",1975,,229-228 BC,-229,-228,,,https://www.geonames.org/6697809
333,"ch3,44","Marasesli, Romania",1909,,230 BC,-230,-230,AU 800.,,https://www.geonames.org/673881
334,"ch3,45","Strongoli, Bruttium, Italy",1970,,220 BC,-220,-220,AE 250+.,,https://www.geonames.org/2522990
335,"ch3,46","Catanzaro (Environs), Bruttium, Italy",1967,,Late 3rd century BC,-225,-200,36 AR,,https://www.geonames.org/2525059
337,"ch3,48",Asia Minor,1906,,200 BC,-200,-200,AE 40+.,,https://pleiades.stoa.org/places/837
338,"ch3,49","Sophikon, Greece",1893,,200 BC,-200,-200,,Deposit of hoard reconsidered in the light of Spartan coinage.,https://www.geonames.org/253494
339,"ch3,50","Rhodes (?), Greece,",1976,,200 BC,-200,-200,AR 6+.,,https://www.geonames.org/400666
340,"ch3,51","Midyal Mardin, Turkey,",before 1976,,200-175 BC,-200,-175,pot hoard AR 26+.,,https://www.geonames.org/304794
341,"ch3,52","Sparta, Greece",1908,,190 BC.,-190,-190,,"Deposit of hoard redated in the light of the coinage of Sparta. Grunauer-von Hoerschelmann, S. Proc.Jnt. Cong.Num. ]976, 79-81.",https://www.geonames.org/253394
342,"ch3,53","Ai Khnnoum, Afghunisran",1973,,160 BC,-160,-160,,AR 63+.,https://www.geonames.org/1147929
343,"ch3,54","Apollonia, Albania,",1973,,160 BC,-160,-160,AR 5. AE44.,,https://pleiades.stoa.org/places/481728
344,"ch3,55","SainI-Romans lsere, France",1960,,150 BC,-150,-150,pot hoard; AR7000 (?),,https://www.geonames.org/6433395
345,"ch3,56",Greece,1970- 1977,,150 BC,-150,-150,AR 8+.,,https://www.geonames.org/390903
346,"ch3,57",Thessaly,before 1973,,150 BC,-150,-150,,,https://www.geonames.org/6697809
347,"ch3,58","Trabzon, Turkey",1970,,I50 BC,-150,-150,,"The coins of Myrina and Cyme should be erased from the list Information from Boehringer, C.",https://www.geonames.org/738647
348,"ch3,59","Hebron, Israel",1976,,145 BC,-145,-145,AR 87.,,https://pleiades.stoa.org/places/687915
349,"ch3,60","South East Turkey,",1976,,142 BC,-142,-142,AR 120+.,,https://www.geonames.org/10922506
350,"ch3,61","Hebron, Israel",1976,,131 BC,-131,-131,AR 124.,,https://pleiades.stoa.org/places/687915
351,"ch3,62","El Burgo de Ebro, Zaragoza, Spain",,,120 BC,-120,-120,AR coins with the Iberian inscripucn Bolscan,,https://www.geonames.org/3123623
352,"ch3,63","Haifa, Israel,",1969,,113-112 BC,-113,-112,AR 36+. ; from the sea,,https://www.geonames.org/294801
353,"ch3,64","Avenue of the Sphinxes, Karnak, Luxor. Egypt.","1972-1974 (?),",,100 BC,-100,-100,AR. 16; Clearance Excavations,,https://www.geonames.org/360964
354,"ch3,65","Polieoro, Italy",,,100 BC (?),-100,-100,AE 390; in Excavations,,https://www.geonames.org/6541279
355,"ch3,66","Gurbanesti, Ilfov, Romania",1976,,100 BC (or later),-100,0,AR 200.,,https://www.geonames.org/676447
356,"ch3,67",Coada Malului. Romania,1932,,100 BC (?),-100,-100,A R 1+.,,https://www.geonames.org/681284
357,"ch3,68","Cojasca, Romania,",1936,,100 BC,-100,-100,AR 113,,https://www.geonames.org/681151
358,"ch3,69","Izmir, Turkey",1969,,100 BC,-100,-100,AE 288 (?),,https://www.geonames.org/311046
360,"ch3,71","Celopek, Metohija, Yugoslavia",1960,,100 BC,-100,-100,AR 477.,,https://www.geonames.org/792007
361,"ch3,72","Dieci, Arad, Romania,",1969,,90 BC,-90,-90,AR 5+,,https://www.geonames.org/679417
362,"ch3,73","Piraeus, Greece",1973,,86 BC',-86,-86,"AE 210;
86 BC'from a burnt dcposu m the last hcllel1lstlc level 01 a hdlcnc tic' houe",,https://www.geonames.org/255274
363,"ch3,74","Roudnik, Burgas, Bulgaria,",1975,,85 BC,-85,-85,"AR 150+,",,https://www.geonames.org/6460028
364,"ch3,75","Attica, Greece",before 1940,,85 BC,-85,-85,AI: 88.,,https://www.geonames.org/6692632
365,"ch3,76","Pontus, Turkey",,,85 BC,-85,-85,AE 1550+,,https://pleiades.stoa.org/places/857287
366,"ch3,77","Emporda, Girona, Spain",1931,,71 BC,-71,-71,AR 1161+,,https://pleiades.stoa.org/places/246382
368,"ch3,79","Hatra, Iraq.","1971-1972,",,50 BC,-50,-50,"AR 103, in excavations",,https://pleiades.stoa.org/places/894004
369,"ch3,80","Asia Minor, Turkey,",before 1976,,50 BC,-50,-50,pot hoard A R 100+.,,https://pleiades.stoa.org/places/837
370,"ch3,81","Azaila , Spain",,,49 BC,-49,-49,,"Discussion, and revision of burial date.",https://www.geonames.org/3129085
371,"ch3,82","Rhodes (?), Greece,",1975,,25 BC,-25,-25,AE 70+.,,https://www.geonames.org/400666
372,"ch3,83","Marmaris, Turkey,",1975 (?),,25 BC,-25,-25,AR 200.,,https://www.geonames.org/304782
373,"ch3,84","Krotine, Berat, Albania",1973,,20 BC,-20,-20,AR 29. AE 58.,,https://pleiades.stoa.org/places/481804
374,"ch3,85","Thrace, Greece",1976,,10 AD,10,10,AE 1000+.,,https://www.geonames.org/734064
375,"ch3,86","En·Cedi, Israel,",1964,,60 AD,60,60,n a clay lamp AE 139,,https://pleiades.stoa.org/places/687893
376,"ch3,87","Medamoud, Karnak, Egypt",1928,,68 AD,68,68,AR 173; in excavations,,https://www.geonames.org/360964
377,"ch3,88","Jerusalem. Israel,",,,70 AD,70,70,in excavations,,https://www.geonames.org/281184
378,"ch3,89","Giabal Fureidis, lsrael,",1967,,135 AD,135,135,AE 822,,https://www.geonames.org/283902
379,"ch3,90","Hebron District,lsrael,",1976,,135 AD,135,135,AR 54+,,https://pleiades.stoa.org/places/687915
380,"ch3,91","Avenue of the Sphinxes, Karnak. Egypt,",1977.-/974.,,165 AD,165,165,clearance excavations,,https://www.geonames.org/360964
381,"ch3,92","Hatra, Iraq.","1971-1972,",,191 AD,191,191,AR 1510,round in latest residentiallcvel. dated to siege by Shapur 1.280-241 AD,https://pleiades.stoa.org/places/894004
382,"ch3,93","Migdal, Israel",1973,,218-222 AD,218,222,,,https://pleiades.stoa.org/places/687839
383,"ch3,94","Constanta, Romania",1975,,250 AD,250,250,pot hoard AE 200.,"Mainly Greek city coins, but with some imperial AE of Rome",https://www.geonames.org/680963
385,"ch3,103","Krcedin, Srem, Yugoslavia",1953,,150BC,-150,-150,AR 73,,https://www.geonames.org/789076
386,"ch3,111","Pecinci, Srem, Yugoslavia",1960 (?),,50 BC,-50,-50,AR 220,,https://www.geonames.org/787151
388,"ch4,8","Valesio,Italy",1957,,500 B.C.,-500,-500,AR 10+,,https://www.geonames.org/3209033
389,"ch4,9","Lycia, Turkey",1976,,480 B.C,-480,-480,AR 50+,,https://pleiades.stoa.org/places/638965
390,"ch4,10",North Greece,1977,,480 B.C,-480,-480,AR 10+,,https://www.geonames.org/6697801
391,"ch4,11","Asyut , Egypt",,,475 B.C. or later.,-475,-425,,,https://www.geonames.org/359783
392,"ch4,12","Fethiye, Turkey",1977,,475 B.C. or later,-475,-425,AR 11+,,https://www.geonames.org/314967
393,"ch4,13","Volaterra, Italy",1868,,c.475 B.C.,-475,-475,AR 65,,https://www.geonames.org/6299613
394,"ch4,14","Gemlik Bursa, Turkey",1972,,Mid.5th cent. e.c.,-475,-425,AR 30+,,https://www.geonames.org/746958
395,"ch4,15","Tigourovo, Bulgaria",1971,,475-450 B.C.?,-475,-450,AR 20+ Pot hoard.,,
396,"ch4,16","Fethiye, Turkey",1976,,Late 5th cent. B.C,-425,-400,AR 40+,,https://www.geonames.org/314967
397,"ch4,17",Asia Minor,1976,,Late 5th cent. B.C,-425,-400,AR 28+,,https://pleiades.stoa.org/places/837
399,"ch4,19","Near Palermo, Sicily, Italy?",1924?,,390-380 B.C,-390,-380,,,https://www.geonames.org/2523920
400,"ch4,20",Greece,1970,,340 B.C.,-340,-340,AR 15+,,https://www.geonames.org/390903
401,"ch4,21","Atrax, Greece",1968,,340 B.C.,-340,-340,,,https://www.geonames.org/260729
402,"ch4,22","Gibil Gabib, Sicily",1928,,340-330 B.C.,-340,-330,,,https://www.geonames.org/2525448
403,"ch4,23",Sicily,1975,,340 330 B.C.,-340,-330,,Hoard G,https://www.geonames.org/2523119
404,"ch4,24",Asia Minor,1976/7,,330 B.C,-330,-330,AR Many hundred,,https://pleiades.stoa.org/places/837
405,"ch4,25","NW Turkey,",1977,,330 B.C. or later,-330,-300,AR 152,,https://www.geonames.org/10922497
406,"ch4,26",Varna. Bulgaria,1971,,320 B.C.,-320,-320,,,https://www.geonames.org/726050
407,"ch4,27","Pernik, Bulgaria",1972,,320-300,-320,-300,AE 12 Found during excavations.,,https://www.geonames.org/728330
408,"ch4,28","Todorovo, Bulgaria",1971,,315-300 B.C,-315,-300,AU 8 AR 49,,
410,"ch4,30","Sila, Calabria, Italy",1950,,300 BC,-300,-300,AR6,,https://www.geonames.org/2524436
411,"ch4,31","Acarnania, Greece",1977,,280 B.C.?,-280,-280,AR,,https://www.geonames.org/265508
412,"ch4,32","Sunium, Greece",,,265-262 B.C.  ?,-265,-262,,during thc Chremonidean war?,https://www.geonames.org/253427
413,"ch4,33","Mashtal , Baghdad, Iraq",1972/3,,260 B.C.,-260,-260,AR 72 Pot hoard found in excavations.,,https://www.geonames.org/98182
414,"ch4,34","S.Giovanni lonico , Italy",,,250 B.C.,-250,-250,,,https://www.geonames.org/3165926
415,"ch4,35","Campania, Italy",1975/76,,300-290 B.C,-300,-290,,"Full details published. The second Cumae slater quoted in the CH account should be added (same dies as the listed piece).
Burnett A. SNR 56.1977,99-100.",https://www.geonames.org/3181042
416,"ch4,36","Skalino, Bulgaria",1971,,300 B.C. or later,-300,-200,AE 48,,
417,"ch4,37","Valesio, Italy",1935,,300-275 B.C,-300,-275,AR 17,"Full details of the coins in Brindisi publ ished by Travaglini, A. A liN 20.1973,16-20.",https://www.geonames.org/3209033
418,"ch4,38","Gallichio, South Italy",,,290-280 B.C,-290,-280,AR 13,,https://www.geonames.org/3176376
419,"ch4,39","Timrnari , near Matera, Basilicata, Italy",1929,,250 B.C.,-250,-250,AR 123,,https://www.geonames.org/3173721
420,"ch4,40","Hebron area, Israel,",1977,,Mid.3rd cent.B.C.,-275,-225,AR 5+.,,https://pleiades.stoa.org/places/687915
421,"ch4,41","Valesio, Italy",950,,250-235 BCE,-250,-239,AR 22+,,https://www.geonames.org/3209033
423,"ch4,43","Acarnania, Greece",1977,,220 B.C,-220,-220,AR 12,,https://www.geonames.org/265508
424,"ch4,44",Italy,1977,,220-215 BC,-220,-215,AE 54+,,https://www.geonames.org/3175395
425,"ch4,45",Tunisia,1976/7,,210 B.C,-210,-210,AE48,,https://www.geonames.org/2464461
427,"ch4,47","Karini, Lesbos",before 1844,,Late 3rd. cent. B.C,-225,-200,AE hundreds,,https://www.geonames.org/8740933
428,"ch4,48","Marmaris, Turkey",1976,,Late 3rd cent. B.C,-225,-200,AR 30+,,https://www.geonames.org/304782
431,"ch4,51",Greece,1975?,,200 B.C. or later,-200,-100,AE 6+,"Hellenistic hoards and their chronology, suggesting a lowering of dates. Fischer, T. Actes Cong.Int.Num. 1973,45-70.",https://www.geonames.org/390903
433,"ch4,53","Brestovetz, Bourgas, Bulgaria",1972,,C.175 B.C,-175,-175,AE 500+,,https://www.geonames.org/732770
434,"ch4,54","Calydon, Aitoloakarnania",1973,,168/7 or later,-168,-100,AR 52,,https://pleiades.stoa.org/places/540699
435,"ch4,55",Near East,1977,,160 B.C,-160,-160,AR 5+,,https://en.wikipedia.org/wiki/Middle_East
436,"ch4,56","Thessaly, Greece",1938,,Mid.2nd.cent. B.C,-175,-125,AR 162+,,https://www.geonames.org/6697809
437,"ch4,57","Caria, Turkey",1976,,Mid 2nd. cent. B.C,-175,-25,AR 220,,https://pleiades.stoa.org/places/991381
438,"ch4,58",Israel,1977,,Mid. 2nd. cent. B.C,-175,-125,AR 15+,,https://www.geonames.org/294640
440,"ch4,60",Lebanon,,,150 B.C.,-150,-150,AR4+,,https://www.geonames.org/272103
441,"ch4,61","Skrino, Bulgaria",1971,,150-125 B.C.,-150,-125,AR 21 Pot hoard,,https://www.geonames.org/727135
442,"ch4,62","Mihailovgrad, Bulgaria",197,,150-100 B.C.,-150,-100,AR 273,,https://www.geonames.org/729114
445,"ch4,65",Israel,1977,,125 B.C.,-125,-125,AR 5,,https://www.geonames.org/294640
446,"ch4,66","Chalkidike, Greece",1976,,140 B.C. or later,-140,-100,AR 26+,,https://www.geonames.org/735805
447,"ch4,67",Izmir,1967/8,,100 B.C,-100,-100,AE 750+,A further 30 reported in a private collection chosen from a lot of 750 supplement the TeCH account.,https://www.geonames.org/311046
448,"ch4,68","Paphos, Cyprus,",1964,,96 B.C. or later,-96,-46,AR 2484 Pot hoard in excavations.,,https://www.geonames.org/146214
449,"ch4,69",Gaza Strip,1977,,94 B.C.,-94,-94,ARI9+,,https://www.geonames.org/281133
450,"ch4,70",Uncertain,,,100 B.C. or later,-100,0,AR 4+,,
451,"ch4,71","Attica, Greece?",,,86 B.C,-86,-86,AE 13+,,https://www.geonames.org/6692632
452,"ch4,72",Turkey,1976/7,,80 B.c.,-80,-80,AR 53,,https://www.geonames.org/298795
453,"ch4,73","Gabrichte, Bulgaria",1971,,Early 1st cen t. B.C,-100,-75,AE 2+,,
454,"ch4,74","Maronea, Greece",1976/7,,Early 1st cent. B.C.,-100,-75,AE 200,,https://www.geonames.org/735308
455,"ch4,75","Peloponnese, Greece",,,Mid. Ist. cent. B.C,-75,-25,AE 18+,,https://www.geonames.org/255620
456,"ch4,76","Hierapytna, Crete, Greece,",1933?,,44 B.C.?,-44,-44,,,https://www.geonames.org/261814
458,"ch4,78",Turkey,1976/7,,15 B.C.,-15,-15,AR31+,,https://www.geonames.org/298795
459,"ch4,79","Strachimir, Bulgaria",1971,,10 B.C.,-10,-10,AR 2; AI:: 24,,
460,"ch4,80","Luxor, Egypt",1908,,A.D. 140,140,140,Bill.76+,,https://www.geonames.org/360502
461,"ch4,81","Hassan Abd-el Salam, Egypt",1913,,A.D.161,161,161,BillA27,,
462,"ch4,82","Ephesus, Turkey",1976,,2nd. cent. A.D,101,200,AE50+,,https://www.geonames.org/7522155
463,"ch4,83",Israel,1976,,213/217,213,217,,,https://www.geonames.org/294640
464,"ch4,84","Rafah, Gaza Strip",1977,,A.D.250,250,250,Bill 675,,https://www.geonames.org/281102
465,"ch4,85",Near East,1970,,A.D.254,254,254,AR 50+,,https://en.wikipedia.org/wiki/Middle_East
466,"ch4,86","Koufalia, Greece",1966,,260's AD,260,269,AE 19,,https://pleiades.stoa.org/places/491619
467,"ch5,1",Asia Minor,,,500 b.c,-500,-500,,"Additional material noted - Weber 5, 8-11 and possibly 17-18",https://pleiades.stoa.org/places/837
468,"ch5,2",Asia Minor,before 1965,,480 B.C.?,-480,-480,,,https://pleiades.stoa.org/places/837
469,"ch5,3","Lycia, Turkey",1970,,480-460 b.c,-480,-460,20+AR.,,https://pleiades.stoa.org/places/638965
470,"ch5,4","Volaterra, Italy",1868,,475 B.C,-475,-475,Pot hoard.,"Listing and discussion.
Furtwangler, A.E. Monnaies grecques ell Gaule, 40-4.
",https://www.geonames.org/6299613
471,"ch5,5","Auriol, France",1867,,460 B.C.,-460,-460,,Full listing of 1309 specimens.,https://www.geonames.org/3036012
472,"ch5,6","Catania, Sicily",1978,,460 B.C,-460,-460,8+AR.,,https://www.geonames.org/2525068
473,"ch5,7","N.W. Greece,",1964,,460-455 B.C,-460,-455,133 AR,,https://www.geonames.org/6697811
474,"ch5,8","Agrigento, Sicily",1918,,450 B.C,-450,-450,10 AR.,,https://www.geonames.org/2525764
475,"ch5,9",South Italy,1972,,c. 450 B.C,-450,-450,many AR.,,https://www.geonames.org/2525468
476,"ch5,10","Agoriani, Boeotia, Greece",1972,,450 B.C,-450,-450,35 AR,Possibly at the time of the battle of Coronea 447 B.C,https://www.geonames.org/265618
477,"ch5,11","Myrina, Thessaly, Greece",1970,,440 B.C,-440,-440,Pot hoard; 149 AR.,,https://www.geonames.org/256919
478,"ch5,12",Sicily,1977?,,410 B.C. or later.,-410,-360,4 + AR.,,https://www.geonames.org/2523119
479,"ch5,13","Manuzza, Selinunte, Sicily",1977,,409 B.C,-409,-409,14 AE.,,https://pleiades.stoa.org/places/462489
480,"ch5,14","Piraeus, Greece",1977,,404 B.C or earlier,-454,-404,29 AR,,https://www.geonames.org/255274
481,"ch5,15","Cilicia, Turkey,",1977,,400 B.C,-400,-400,300+AR.,,https://pleiades.stoa.org/places/658440
482,"ch5,16","Lycia, Turkey",,,380 B.C,-380,-380,74+AR.,,https://pleiades.stoa.org/places/638965
483,"ch5,17","Carla, Turkey",1977,,375 B.C,-375,-375,100+AR.,,https://pleiades.stoa.org/places/991381
485,"ch5,19","Isparta, Turkey",,,360 B.C.,-360,-360,9+AR,,https://www.geonames.org/311073
486,"ch5,20","Atrax, Thessaly, Greece",1978,,350 B.C,-350,-350,,,https://www.geonames.org/260729
487,"ch5,21",Asia Minor,1978,,350 B.C,-350,-350,several AU,,https://pleiades.stoa.org/places/837
488,"ch5,22","Laroaca, Cyprus",1978,,350 B.C,-350,-350,6 AU,,https://www.geonames.org/146400
489,"ch5,23",Sicily,1974/1975,,340 B.C,-340,-340,27 AR,,https://www.geonames.org/2523119
